"","posteam","PassLength","PassLocation","PassOutcome","Receiver","n"
"1","ARI","Deep","left","Complete","D.Johnson",1
"2","ARI","Deep","left","Complete","J.Gresham",1
"3","ARI","Deep","left","Complete","J.Nelson",3
"4","ARI","Deep","left","Complete","L.Fitzgerald",5
"5","ARI","Deep","left","Complete","M.Floyd",5
"6","ARI","Deep","left","Complete",NA,4
"7","ARI","Deep","left","Incomplete Pass","C.Johnson",1
"8","ARI","Deep","left","Incomplete Pass","D.Fells",1
"9","ARI","Deep","left","Incomplete Pass","D.Johnson",1
"10","ARI","Deep","left","Incomplete Pass","J.Gresham",1
"11","ARI","Deep","left","Incomplete Pass","J.Nelson",3
"12","ARI","Deep","left","Incomplete Pass","L.Fitzgerald",1
"13","ARI","Deep","left","Incomplete Pass","M.Floyd",9
"14","ARI","Deep","left","Incomplete Pass",NA,8
"15","ARI","Deep","middle","Complete","D.Fells",1
"16","ARI","Deep","middle","Complete","D.Johnson",1
"17","ARI","Deep","middle","Complete","J.Gresham",1
"18","ARI","Deep","middle","Complete","J.Nelson",3
"19","ARI","Deep","middle","Complete","L.Fitzgerald",5
"20","ARI","Deep","middle","Complete","M.Floyd",6
"21","ARI","Deep","middle","Complete",NA,7
"22","ARI","Deep","middle","Incomplete Pass","J.Nelson",3
"23","ARI","Deep","middle","Incomplete Pass","L.Fitzgerald",1
"24","ARI","Deep","middle","Incomplete Pass","M.Floyd",5
"25","ARI","Deep","middle","Incomplete Pass",NA,10
"26","ARI","Deep","right","Complete","A.Ellington",1
"27","ARI","Deep","right","Complete","D.Fells",2
"28","ARI","Deep","right","Complete","J.Nelson",2
"29","ARI","Deep","right","Complete","L.Fitzgerald",4
"30","ARI","Deep","right","Complete","M.Floyd",4
"31","ARI","Deep","right","Complete",NA,6
"32","ARI","Deep","right","Incomplete Pass","D.Fells",1
"33","ARI","Deep","right","Incomplete Pass","D.Johnson",1
"34","ARI","Deep","right","Incomplete Pass","J.Nelson",1
"35","ARI","Deep","right","Incomplete Pass","L.Fitzgerald",6
"36","ARI","Deep","right","Incomplete Pass","M.Floyd",8
"37","ARI","Deep","right","Incomplete Pass",NA,15
"38","ARI","Short","left","Complete","A.Ellington",3
"39","ARI","Short","left","Complete","C.Johnson",3
"40","ARI","Short","left","Complete","D.Fells",3
"41","ARI","Short","left","Complete","D.Johnson",13
"42","ARI","Short","left","Complete","J.Gresham",6
"43","ARI","Short","left","Complete","L.Fitzgerald",32
"44","ARI","Short","left","Complete","M.Floyd",12
"45","ARI","Short","left","Complete","T.Niklas",1
"46","ARI","Short","left","Complete",NA,25
"47","ARI","Short","left","Incomplete Pass","A.Ellington",6
"48","ARI","Short","left","Incomplete Pass","C.Johnson",4
"49","ARI","Short","left","Incomplete Pass","D.Johnson",6
"50","ARI","Short","left","Incomplete Pass","J.Gresham",3
"51","ARI","Short","left","Incomplete Pass","J.Nelson",1
"52","ARI","Short","left","Incomplete Pass","L.Fitzgerald",11
"53","ARI","Short","left","Incomplete Pass","M.Floyd",7
"54","ARI","Short","left","Incomplete Pass","S.Taylor",1
"55","ARI","Short","left","Incomplete Pass",NA,11
"56","ARI","Short","middle","Complete","A.Ellington",5
"57","ARI","Short","middle","Complete","C.Johnson",1
"58","ARI","Short","middle","Complete","D.Fells",7
"59","ARI","Short","middle","Complete","D.Johnson",6
"60","ARI","Short","middle","Complete","J.Gresham",5
"61","ARI","Short","middle","Complete","L.Fitzgerald",22
"62","ARI","Short","middle","Complete","M.Floyd",7
"63","ARI","Short","middle","Complete","M.Iupati",1
"64","ARI","Short","middle","Complete","S.Taylor",1
"65","ARI","Short","middle","Complete","T.Niklas",2
"66","ARI","Short","middle","Complete",NA,7
"67","ARI","Short","middle","Incomplete Pass","A.Ellington",2
"68","ARI","Short","middle","Incomplete Pass","C.Johnson",2
"69","ARI","Short","middle","Incomplete Pass","D.Fells",4
"70","ARI","Short","middle","Incomplete Pass","D.Johnson",6
"71","ARI","Short","middle","Incomplete Pass","J.Gresham",4
"72","ARI","Short","middle","Incomplete Pass","J.Nelson",1
"73","ARI","Short","middle","Incomplete Pass","L.Fitzgerald",8
"74","ARI","Short","middle","Incomplete Pass","M.Floyd",1
"75","ARI","Short","middle","Incomplete Pass",NA,5
"76","ARI","Short","right","Complete","A.Ellington",6
"77","ARI","Short","right","Complete","B.Golden",1
"78","ARI","Short","right","Complete","C.Johnson",2
"79","ARI","Short","right","Complete","D.Fells",8
"80","ARI","Short","right","Complete","D.Johnson",15
"81","ARI","Short","right","Complete","J.Gresham",5
"82","ARI","Short","right","Complete","J.Nelson",3
"83","ARI","Short","right","Complete","K.Williams",2
"84","ARI","Short","right","Complete","L.Fitzgerald",41
"85","ARI","Short","right","Complete","M.Floyd",18
"86","ARI","Short","right","Complete","T.Niklas",1
"87","ARI","Short","right","Complete",NA,26
"88","ARI","Short","right","Incomplete Pass","A.Ellington",1
"89","ARI","Short","right","Incomplete Pass","D.Fells",1
"90","ARI","Short","right","Incomplete Pass","D.Johnson",6
"91","ARI","Short","right","Incomplete Pass","J.Gresham",5
"92","ARI","Short","right","Incomplete Pass","J.Nelson",4
"93","ARI","Short","right","Incomplete Pass","L.Fitzgerald",8
"94","ARI","Short","right","Incomplete Pass","M.Floyd",5
"95","ARI","Short","right","Incomplete Pass","S.Taylor",1
"96","ARI","Short","right","Incomplete Pass",NA,15
"97","ATL","Deep","left","Complete","J.Jones",9
"98","ATL","Deep","left","Complete","J.Tamme",2
"99","ATL","Deep","left","Complete","L.Hankerson",1
"100","ATL","Deep","left","Complete","R.White",3
"101","ATL","Deep","left","Incomplete Pass","J.Jones",11
"102","ATL","Deep","left","Incomplete Pass","J.Tamme",2
"103","ATL","Deep","left","Incomplete Pass","L.Hankerson",2
"104","ATL","Deep","left","Incomplete Pass","L.Toilolo",1
"105","ATL","Deep","left","Incomplete Pass","R.White",6
"106","ATL","Deep","left","Incomplete Pass","T.Coleman",1
"107","ATL","Deep","middle","Complete","J.Jones",10
"108","ATL","Deep","middle","Complete","J.Tamme",2
"109","ATL","Deep","middle","Complete","L.Hankerson",1
"110","ATL","Deep","middle","Complete","P.DiMarco",1
"111","ATL","Deep","middle","Complete","R.White",2
"112","ATL","Deep","middle","Incomplete Pass","J.Jones",5
"113","ATL","Deep","middle","Incomplete Pass","L.Hankerson",1
"114","ATL","Deep","middle","Incomplete Pass","R.White",2
"115","ATL","Deep","middle","Incomplete Pass",NA,5
"116","ATL","Deep","right","Complete","J.Jones",5
"117","ATL","Deep","right","Complete","J.Tamme",1
"118","ATL","Deep","right","Incomplete Pass","D.Freeman",2
"119","ATL","Deep","right","Incomplete Pass","J.Hardy",1
"120","ATL","Deep","right","Incomplete Pass","J.Jones",1
"121","ATL","Deep","right","Incomplete Pass","L.Hankerson",1
"122","ATL","Deep","right","Incomplete Pass","N.Williams",1
"123","ATL","Deep","right","Incomplete Pass","R.White",1
"124","ATL","Deep","right","Incomplete Pass","T.Coleman",1
"125","ATL","Deep","right","Incomplete Pass",NA,2
"126","ATL","Short","left","Complete","D.Freeman",28
"127","ATL","Short","left","Complete","E.Weems",1
"128","ATL","Short","left","Complete","J.Hardy",5
"129","ATL","Short","left","Complete","J.Jones",44
"130","ATL","Short","left","Complete","J.Tamme",20
"131","ATL","Short","left","Complete","L.Hankerson",8
"132","ATL","Short","left","Complete","L.Toilolo",1
"133","ATL","Short","left","Complete","N.Williams",6
"134","ATL","Short","left","Complete","P.DiMarco",7
"135","ATL","Short","left","Complete","R.White",11
"136","ATL","Short","left","Complete","T.Coleman",1
"137","ATL","Short","left","Complete","T.Moeaki",1
"138","ATL","Short","left","Complete","T.Ward",5
"139","ATL","Short","left","Incomplete Pass","D.Freeman",9
"140","ATL","Short","left","Incomplete Pass","J.Hardy",2
"141","ATL","Short","left","Incomplete Pass","J.Jones",14
"142","ATL","Short","left","Incomplete Pass","J.Tamme",7
"143","ATL","Short","left","Incomplete Pass","L.Hankerson",6
"144","ATL","Short","left","Incomplete Pass","L.Toilolo",1
"145","ATL","Short","left","Incomplete Pass","N.Williams",2
"146","ATL","Short","left","Incomplete Pass","P.DiMarco",2
"147","ATL","Short","left","Incomplete Pass","R.White",3
"148","ATL","Short","left","Incomplete Pass","T.Coleman",1
"149","ATL","Short","left","Incomplete Pass","T.Ward",1
"150","ATL","Short","left","Incomplete Pass",NA,5
"151","ATL","Short","middle","Complete","D.Freeman",15
"152","ATL","Short","middle","Complete","J.Hardy",8
"153","ATL","Short","middle","Complete","J.Jones",31
"154","ATL","Short","middle","Complete","J.Tamme",16
"155","ATL","Short","middle","Complete","L.Hankerson",9
"156","ATL","Short","middle","Complete","L.Toilolo",2
"157","ATL","Short","middle","Complete","N.Williams",1
"158","ATL","Short","middle","Complete","R.White",13
"159","ATL","Short","middle","Complete","T.Coleman",1
"160","ATL","Short","middle","Complete","T.Ward",2
"161","ATL","Short","middle","Incomplete Pass","D.Freeman",5
"162","ATL","Short","middle","Incomplete Pass","J.Hardy",7
"163","ATL","Short","middle","Incomplete Pass","J.Jones",13
"164","ATL","Short","middle","Incomplete Pass","J.Tamme",5
"165","ATL","Short","middle","Incomplete Pass","L.Hankerson",6
"166","ATL","Short","middle","Incomplete Pass","L.Toilolo",2
"167","ATL","Short","middle","Incomplete Pass","N.Williams",1
"168","ATL","Short","middle","Incomplete Pass","P.DiMarco",1
"169","ATL","Short","middle","Incomplete Pass","R.White",5
"170","ATL","Short","middle","Incomplete Pass","T.Coleman",3
"171","ATL","Short","middle","Incomplete Pass","T.Moeaki",1
"172","ATL","Short","middle","Incomplete Pass","T.Ward",1
"173","ATL","Short","middle","Incomplete Pass",NA,6
"174","ATL","Short","right","Complete","D.Freeman",30
"175","ATL","Short","right","Complete","J.Hardy",8
"176","ATL","Short","right","Complete","J.Jones",37
"177","ATL","Short","right","Complete","J.Tamme",18
"178","ATL","Short","right","Complete","L.Hankerson",7
"179","ATL","Short","right","Complete","L.Toilolo",4
"180","ATL","Short","right","Complete","N.Williams",10
"181","ATL","Short","right","Complete","P.DiMarco",5
"182","ATL","Short","right","Complete","R.White",14
"183","ATL","Short","right","Complete","T.Moeaki",2
"184","ATL","Short","right","Complete","T.Ward",2
"185","ATL","Short","right","Incomplete Pass","D.Freeman",6
"186","ATL","Short","right","Incomplete Pass","J.Hardy",2
"187","ATL","Short","right","Incomplete Pass","J.Jones",21
"188","ATL","Short","right","Incomplete Pass","J.Tamme",4
"189","ATL","Short","right","Incomplete Pass","L.Hankerson",4
"190","ATL","Short","right","Incomplete Pass","L.Toilolo",1
"191","ATL","Short","right","Incomplete Pass","N.Williams",3
"192","ATL","Short","right","Incomplete Pass","P.DiMarco",1
"193","ATL","Short","right","Incomplete Pass","R.White",6
"194","ATL","Short","right","Incomplete Pass","T.Coleman",2
"195","ATL","Short","right","Incomplete Pass","T.Moeaki",1
"196","ATL","Short","right","Incomplete Pass","T.Ward",2
"197","ATL","Short","right","Incomplete Pass",NA,2
"198","ATL",NA,NA,"Complete",NA,2
"199","ATL",NA,NA,"Incomplete Pass",NA,1
"200","BAL","Deep","left","Complete","C.Givens",5
"201","BAL","Deep","left","Complete","C.Matthews",1
"202","BAL","Deep","left","Complete","D.Brown",1
"203","BAL","Deep","left","Complete","J.Butler",2
"204","BAL","Deep","left","Complete","K.Aiken",7
"205","BAL","Deep","left","Complete","S.Smith",3
"206","BAL","Deep","left","Incomplete Pass","C.Givens",5
"207","BAL","Deep","left","Incomplete Pass","C.Matthews",1
"208","BAL","Deep","left","Incomplete Pass","D.Waller",2
"209","BAL","Deep","left","Incomplete Pass","J.Ross",1
"210","BAL","Deep","left","Incomplete Pass","K.Aiken",9
"211","BAL","Deep","left","Incomplete Pass","M.Brown",1
"212","BAL","Deep","left","Incomplete Pass","M.Williams",1
"213","BAL","Deep","left","Incomplete Pass","S.Smith",3
"214","BAL","Deep","left","Incomplete Pass",NA,2
"215","BAL","Deep","middle","Complete","C.Gillmore",2
"216","BAL","Deep","middle","Complete","D.Brown",1
"217","BAL","Deep","middle","Complete","J.Butler",1
"218","BAL","Deep","middle","Complete","K.Aiken",1
"219","BAL","Deep","middle","Complete","M.Williams",1
"220","BAL","Deep","middle","Complete","S.Smith",2
"221","BAL","Deep","middle","Incomplete Pass","C.Gillmore",2
"222","BAL","Deep","middle","Incomplete Pass","C.Givens",1
"223","BAL","Deep","middle","Incomplete Pass","K.Aiken",3
"224","BAL","Deep","middle","Incomplete Pass","M.Brown",1
"225","BAL","Deep","middle","Incomplete Pass","M.Williams",1
"226","BAL","Deep","middle","Incomplete Pass","N.Boyle",1
"227","BAL","Deep","middle","Incomplete Pass",NA,2
"228","BAL","Deep","right","Complete","C.Gillmore",2
"229","BAL","Deep","right","Complete","C.Givens",3
"230","BAL","Deep","right","Complete","J.Butler",2
"231","BAL","Deep","right","Complete","K.Aiken",6
"232","BAL","Deep","right","Complete","K.Juszczyk",1
"233","BAL","Deep","right","Complete","M.Brown",2
"234","BAL","Deep","right","Complete","M.Williams",1
"235","BAL","Deep","right","Complete","N.Boyle",1
"236","BAL","Deep","right","Complete","S.Smith",5
"237","BAL","Deep","right","Incomplete Pass","C.Gillmore",1
"238","BAL","Deep","right","Incomplete Pass","C.Givens",2
"239","BAL","Deep","right","Incomplete Pass","C.Matthews",3
"240","BAL","Deep","right","Incomplete Pass","D.Brown",2
"241","BAL","Deep","right","Incomplete Pass","D.Waller",1
"242","BAL","Deep","right","Incomplete Pass","J.Allen",1
"243","BAL","Deep","right","Incomplete Pass","J.Butler",3
"244","BAL","Deep","right","Incomplete Pass","J.Ross",1
"245","BAL","Deep","right","Incomplete Pass","K.Aiken",12
"246","BAL","Deep","right","Incomplete Pass","M.Brown",1
"247","BAL","Deep","right","Incomplete Pass","M.Williams",2
"248","BAL","Deep","right","Incomplete Pass","S.Smith",5
"249","BAL","Deep","right","Incomplete Pass",NA,3
"250","BAL","Short","left","Complete","C.Gillmore",6
"251","BAL","Short","left","Complete","C.Givens",5
"252","BAL","Short","left","Complete","C.Matthews",1
"253","BAL","Short","left","Complete","D.Brown",4
"254","BAL","Short","left","Complete","J.Allen",9
"255","BAL","Short","left","Complete","J.Butler",7
"256","BAL","Short","left","Complete","J.Forsett",6
"257","BAL","Short","left","Complete","J.Ross",3
"258","BAL","Short","left","Complete","K.Aiken",27
"259","BAL","Short","left","Complete","K.Juszczyk",14
"260","BAL","Short","left","Complete","L.Taliaferro",2
"261","BAL","Short","left","Complete","M.Brown",5
"262","BAL","Short","left","Complete","M.Campanaro",2
"263","BAL","Short","left","Complete","M.Williams",9
"264","BAL","Short","left","Complete","N.Boyle",4
"265","BAL","Short","left","Complete","S.Smith",12
"266","BAL","Short","left","Complete","T.West",1
"267","BAL","Short","left","Incomplete Pass","C.Gillmore",1
"268","BAL","Short","left","Incomplete Pass","C.Givens",10
"269","BAL","Short","left","Incomplete Pass","C.Matthews",1
"270","BAL","Short","left","Incomplete Pass","J.Allen",6
"271","BAL","Short","left","Incomplete Pass","J.Butler",7
"272","BAL","Short","left","Incomplete Pass","J.Forsett",3
"273","BAL","Short","left","Incomplete Pass","J.Ross",1
"274","BAL","Short","left","Incomplete Pass","K.Aiken",10
"275","BAL","Short","left","Incomplete Pass","K.Juszczyk",4
"276","BAL","Short","left","Incomplete Pass","M.Brown",3
"277","BAL","Short","left","Incomplete Pass","M.Williams",4
"278","BAL","Short","left","Incomplete Pass","S.Smith",5
"279","BAL","Short","left","Incomplete Pass",NA,4
"280","BAL","Short","middle","Complete","C.Gillmore",14
"281","BAL","Short","middle","Complete","C.Givens",2
"282","BAL","Short","middle","Complete","C.Matthews",5
"283","BAL","Short","middle","Complete","J.Allen",14
"284","BAL","Short","middle","Complete","J.Butler",8
"285","BAL","Short","middle","Complete","J.Forsett",13
"286","BAL","Short","middle","Complete","K.Aiken",12
"287","BAL","Short","middle","Complete","K.Juszczyk",7
"288","BAL","Short","middle","Complete","L.Taliaferro",3
"289","BAL","Short","middle","Complete","M.Brown",5
"290","BAL","Short","middle","Complete","M.Campanaro",2
"291","BAL","Short","middle","Complete","M.Williams",9
"292","BAL","Short","middle","Complete","N.Boyle",7
"293","BAL","Short","middle","Complete","S.Smith",7
"294","BAL","Short","middle","Complete","T.Magee",1
"295","BAL","Short","middle","Complete","T.West",2
"296","BAL","Short","middle","Incomplete Pass","C.Gillmore",2
"297","BAL","Short","middle","Incomplete Pass","C.Givens",4
"298","BAL","Short","middle","Incomplete Pass","C.Matthews",1
"299","BAL","Short","middle","Incomplete Pass","D.Brown",1
"300","BAL","Short","middle","Incomplete Pass","J.Allen",2
"301","BAL","Short","middle","Incomplete Pass","J.Butler",1
"302","BAL","Short","middle","Incomplete Pass","J.Forsett",6
"303","BAL","Short","middle","Incomplete Pass","J.Ross",1
"304","BAL","Short","middle","Incomplete Pass","K.Aiken",5
"305","BAL","Short","middle","Incomplete Pass","K.Juszczyk",3
"306","BAL","Short","middle","Incomplete Pass","M.Brown",3
"307","BAL","Short","middle","Incomplete Pass","M.Campanaro",1
"308","BAL","Short","middle","Incomplete Pass","M.Williams",5
"309","BAL","Short","middle","Incomplete Pass","N.Boyle",2
"310","BAL","Short","middle","Incomplete Pass","S.Smith",3
"311","BAL","Short","middle","Incomplete Pass","T.West",1
"312","BAL","Short","middle","Incomplete Pass",NA,3
"313","BAL","Short","right","Complete","C.Gillmore",9
"314","BAL","Short","right","Complete","C.Givens",3
"315","BAL","Short","right","Complete","C.Matthews",2
"316","BAL","Short","right","Complete","D.Waller",2
"317","BAL","Short","right","Complete","J.Allen",22
"318","BAL","Short","right","Complete","J.Butler",11
"319","BAL","Short","right","Complete","J.Forsett",12
"320","BAL","Short","right","Complete","J.Ross",6
"321","BAL","Short","right","Complete","K.Aiken",21
"322","BAL","Short","right","Complete","K.Juszczyk",19
"323","BAL","Short","right","Complete","M.Brown",2
"324","BAL","Short","right","Complete","M.Campanaro",1
"325","BAL","Short","right","Complete","M.Williams",12
"326","BAL","Short","right","Complete","N.Boyle",6
"327","BAL","Short","right","Complete","S.Smith",16
"328","BAL","Short","right","Complete","T.West",1
"329","BAL","Short","right","Incomplete Pass","C.Gillmore",5
"330","BAL","Short","right","Incomplete Pass","C.Givens",8
"331","BAL","Short","right","Incomplete Pass","D.Brown",1
"332","BAL","Short","right","Incomplete Pass","D.Waller",1
"333","BAL","Short","right","Incomplete Pass","J.Allen",5
"334","BAL","Short","right","Incomplete Pass","J.Butler",1
"335","BAL","Short","right","Incomplete Pass","J.Forsett",1
"336","BAL","Short","right","Incomplete Pass","J.Ross",1
"337","BAL","Short","right","Incomplete Pass","K.Aiken",9
"338","BAL","Short","right","Incomplete Pass","K.Juszczyk",7
"339","BAL","Short","right","Incomplete Pass","M.Brown",7
"340","BAL","Short","right","Incomplete Pass","M.Williams",2
"341","BAL","Short","right","Incomplete Pass","N.Boyle",2
"342","BAL","Short","right","Incomplete Pass","S.Smith",9
"343","BAL","Short","right","Incomplete Pass",NA,9
"344","BAL",NA,NA,"Complete",NA,6
"345","BAL",NA,NA,"Incomplete Pass",NA,1
"346","BUF","Deep","left","Complete","C.Clay",3
"347","BUF","Deep","left","Complete","C.Gragg",1
"348","BUF","Deep","left","Complete","C.Hogan",2
"349","BUF","Deep","left","Complete","S.Watkins",11
"350","BUF","Deep","left","Incomplete Pass","A.Dixon",1
"351","BUF","Deep","left","Incomplete Pass","C.Clay",5
"352","BUF","Deep","left","Incomplete Pass","C.Gragg",1
"353","BUF","Deep","left","Incomplete Pass","C.Hogan",5
"354","BUF","Deep","left","Incomplete Pass","G.Salas",1
"355","BUF","Deep","left","Incomplete Pass","L.McCoy",2
"356","BUF","Deep","left","Incomplete Pass","M.Gillislee",1
"357","BUF","Deep","left","Incomplete Pass","P.Harvin",4
"358","BUF","Deep","left","Incomplete Pass","R.Woods",3
"359","BUF","Deep","left","Incomplete Pass","S.Watkins",9
"360","BUF","Deep","left","Incomplete Pass",NA,3
"361","BUF","Deep","middle","Complete","C.Clay",2
"362","BUF","Deep","middle","Complete","R.Woods",1
"363","BUF","Deep","middle","Complete","S.Watkins",1
"364","BUF","Deep","middle","Complete",NA,1
"365","BUF","Deep","middle","Incomplete Pass","C.Clay",1
"366","BUF","Deep","middle","Incomplete Pass","C.Gragg",1
"367","BUF","Deep","middle","Incomplete Pass","C.Hogan",1
"368","BUF","Deep","middle","Incomplete Pass","S.Watkins",2
"369","BUF","Deep","middle","Incomplete Pass",NA,1
"370","BUF","Deep","right","Complete","C.Clay",1
"371","BUF","Deep","right","Complete","C.Gragg",1
"372","BUF","Deep","right","Complete","C.Hogan",5
"373","BUF","Deep","right","Complete","M.Easley",1
"374","BUF","Deep","right","Complete","P.Harvin",1
"375","BUF","Deep","right","Complete","R.Woods",5
"376","BUF","Deep","right","Complete","S.Watkins",6
"377","BUF","Deep","right","Complete",NA,1
"378","BUF","Deep","right","Incomplete Pass","C.Clay",2
"379","BUF","Deep","right","Incomplete Pass","C.Hogan",5
"380","BUF","Deep","right","Incomplete Pass","M.Easley",1
"381","BUF","Deep","right","Incomplete Pass","P.Harvin",1
"382","BUF","Deep","right","Incomplete Pass","R.Woods",5
"383","BUF","Deep","right","Incomplete Pass","S.Watkins",9
"384","BUF","Deep","right","Incomplete Pass",NA,4
"385","BUF","Short","left","Complete","C.Clay",18
"386","BUF","Short","left","Complete","C.Gragg",3
"387","BUF","Short","left","Complete","C.Hogan",9
"388","BUF","Short","left","Complete","C.Wood",1
"389","BUF","Short","left","Complete","G.Salas",3
"390","BUF","Short","left","Complete","J.Felton",1
"391","BUF","Short","left","Complete","K.Williams",4
"392","BUF","Short","left","Complete","L.McCoy",16
"393","BUF","Short","left","Complete","M.Gillislee",2
"394","BUF","Short","left","Complete","M.Goodwin",2
"395","BUF","Short","left","Complete","M.Mulligan",1
"396","BUF","Short","left","Complete","P.Harvin",12
"397","BUF","Short","left","Complete","R.Woods",11
"398","BUF","Short","left","Complete","S.Watkins",23
"399","BUF","Short","left","Complete","T.Taylor",1
"400","BUF","Short","left","Incomplete Pass","C.Clay",4
"401","BUF","Short","left","Incomplete Pass","C.Gragg",2
"402","BUF","Short","left","Incomplete Pass","C.Hogan",5
"403","BUF","Short","left","Incomplete Pass","G.Salas",1
"404","BUF","Short","left","Incomplete Pass","L.McCoy",12
"405","BUF","Short","left","Incomplete Pass","P.Harvin",4
"406","BUF","Short","left","Incomplete Pass","R.Woods",7
"407","BUF","Short","left","Incomplete Pass","S.Watkins",8
"408","BUF","Short","left","Incomplete Pass",NA,1
"409","BUF","Short","middle","Complete","A.Dixon",5
"410","BUF","Short","middle","Complete","C.Clay",5
"411","BUF","Short","middle","Complete","C.Gragg",5
"412","BUF","Short","middle","Complete","C.Hogan",6
"413","BUF","Short","middle","Complete","D.Herron",2
"414","BUF","Short","middle","Complete","K.Williams",1
"415","BUF","Short","middle","Complete","L.McCoy",6
"416","BUF","Short","middle","Complete","M.Gray",1
"417","BUF","Short","middle","Complete","R.Woods",4
"418","BUF","Short","middle","Complete","S.Watkins",3
"419","BUF","Short","middle","Complete",NA,3
"420","BUF","Short","middle","Incomplete Pass","C.Clay",4
"421","BUF","Short","middle","Incomplete Pass","C.Hogan",1
"422","BUF","Short","middle","Incomplete Pass","R.Woods",3
"423","BUF","Short","middle","Incomplete Pass","S.Watkins",3
"424","BUF","Short","middle","Incomplete Pass",NA,2
"425","BUF","Short","right","Complete","A.Dixon",1
"426","BUF","Short","right","Complete","C.Clay",21
"427","BUF","Short","right","Complete","C.Gragg",2
"428","BUF","Short","right","Complete","C.Hogan",14
"429","BUF","Short","right","Complete","D.Herron",1
"430","BUF","Short","right","Complete","L.McCoy",10
"431","BUF","Short","right","Complete","M.Gillislee",4
"432","BUF","Short","right","Complete","P.Harvin",6
"433","BUF","Short","right","Complete","R.Woods",26
"434","BUF","Short","right","Complete","S.Watkins",13
"435","BUF","Short","right","Complete",NA,2
"436","BUF","Short","right","Incomplete Pass","C.Clay",10
"437","BUF","Short","right","Incomplete Pass","C.Gragg",4
"438","BUF","Short","right","Incomplete Pass","C.Hogan",3
"439","BUF","Short","right","Incomplete Pass","J.Felton",1
"440","BUF","Short","right","Incomplete Pass","K.Williams",1
"441","BUF","Short","right","Incomplete Pass","L.McCoy",3
"442","BUF","Short","right","Incomplete Pass","M.Easley",1
"443","BUF","Short","right","Incomplete Pass","P.Harvin",2
"444","BUF","Short","right","Incomplete Pass","R.Woods",13
"445","BUF","Short","right","Incomplete Pass","S.Watkins",5
"446","BUF","Short","right","Incomplete Pass",NA,4
"447","BUF",NA,NA,"Complete",NA,2
"448","BUF",NA,NA,"Incomplete Pass",NA,1
"449","CAR","Deep","left","Complete","C.Brown",4
"450","CAR","Deep","left","Complete","D.Funchess",1
"451","CAR","Deep","left","Complete","E.Dickson",1
"452","CAR","Deep","left","Complete","G.Olsen",10
"453","CAR","Deep","left","Complete","J.Cotchery",2
"454","CAR","Deep","left","Complete","T.Ginn",3
"455","CAR","Deep","left","Incomplete Pass","C.Brown",1
"456","CAR","Deep","left","Incomplete Pass","D.Funchess",6
"457","CAR","Deep","left","Incomplete Pass","G.Olsen",4
"458","CAR","Deep","left","Incomplete Pass","J.Cotchery",1
"459","CAR","Deep","left","Incomplete Pass","T.Ginn",14
"460","CAR","Deep","left","Incomplete Pass",NA,2
"461","CAR","Deep","middle","Complete","C.Brown",1
"462","CAR","Deep","middle","Complete","D.Funchess",2
"463","CAR","Deep","middle","Complete","G.Olsen",2
"464","CAR","Deep","middle","Complete","T.Ginn",2
"465","CAR","Deep","middle","Incomplete Pass","C.Brown",2
"466","CAR","Deep","middle","Incomplete Pass","D.Funchess",3
"467","CAR","Deep","middle","Incomplete Pass","G.Olsen",2
"468","CAR","Deep","middle","Incomplete Pass","J.Cotchery",1
"469","CAR","Deep","middle","Incomplete Pass","T.Ginn",4
"470","CAR","Deep","middle","Incomplete Pass",NA,3
"471","CAR","Deep","right","Complete","C.Brown",3
"472","CAR","Deep","right","Complete","D.Funchess",1
"473","CAR","Deep","right","Complete","G.Olsen",5
"474","CAR","Deep","right","Complete","J.Cotchery",4
"475","CAR","Deep","right","Complete","T.Ginn",3
"476","CAR","Deep","right","Incomplete Pass","C.Brown",11
"477","CAR","Deep","right","Incomplete Pass","E.Dickson",3
"478","CAR","Deep","right","Incomplete Pass","G.Olsen",5
"479","CAR","Deep","right","Incomplete Pass","J.Cotchery",1
"480","CAR","Deep","right","Incomplete Pass","T.Ginn",5
"481","CAR","Short","left","Complete","B.Bersin",5
"482","CAR","Short","left","Complete","C.Artis",3
"483","CAR","Short","left","Complete","C.Brown",6
"484","CAR","Short","left","Complete","D.Funchess",14
"485","CAR","Short","left","Complete","E.Dickson",5
"486","CAR","Short","left","Complete","F.Whittaker",7
"487","CAR","Short","left","Complete","G.Olsen",17
"488","CAR","Short","left","Complete","J.Cotchery",12
"489","CAR","Short","left","Complete","J.Stewart",12
"490","CAR","Short","left","Complete","M.Tolbert",7
"491","CAR","Short","left","Complete","S.Simonson",1
"492","CAR","Short","left","Complete","T.Ginn",22
"493","CAR","Short","left","Incomplete Pass","B.Bersin",1
"494","CAR","Short","left","Incomplete Pass","C.Brown",3
"495","CAR","Short","left","Incomplete Pass","D.Funchess",13
"496","CAR","Short","left","Incomplete Pass","E.Dickson",2
"497","CAR","Short","left","Incomplete Pass","G.Olsen",14
"498","CAR","Short","left","Incomplete Pass","J.Cotchery",4
"499","CAR","Short","left","Incomplete Pass","J.Stewart",1
"500","CAR","Short","left","Incomplete Pass","M.Tolbert",1
"501","CAR","Short","left","Incomplete Pass","T.Ginn",15
"502","CAR","Short","left","Incomplete Pass",NA,2
"503","CAR","Short","middle","Complete","B.Bersin",2
"504","CAR","Short","middle","Complete","C.Artis",1
